location,date,vaccine,total_vaccinations
United States,2022/11/11,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",652467920
United States,2022/11/12,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",652750515
United States,2022/11/13,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",652909399
United States,2022/11/14,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",653425942
United States,2022/11/15,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",653949826
United States,2022/11/16,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",654477790
United States,2022/11/17,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",654989880
United States,2022/11/18,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",655557955
United States,2022/11/19,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",655824941
United States,2022/11/20,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",655969930
United States,2022/11/21,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",656425345
United States,2022/11/22,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",656849167
United States,2022/11/23,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",657208062
United States,2022/11/24,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",657213970
United States,2022/11/25,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",657461380
United States,2022/11/26,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",657652917
United States,2022/11/27,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",657771833
United States,2022/11/28,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",658107322
United States,2022/11/29,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",658455874
United States,2022/11/30,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",658889454
United States,2022/12/1,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",659277438
United States,2022/12/2,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",659716279
United States,2022/12/3,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",659920383
United States,2022/12/4,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",660035121
United States,2022/12/5,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",660385971
United States,2022/12/6,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",660751583
United States,2022/12/7,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",661127692
United States,2022/12/8,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",661506931
United States,2022/12/9,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",661933435
United States,2022/12/10,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",662149278
United States,2022/12/11,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",662273358
United States,2022/12/12,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",662639997
United States,2022/12/13,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",663008281
United States,2022/12/14,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",663358039
United States,2022/12/15,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",663682048
United States,2022/12/16,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",664062673
United States,2022/12/17,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",664259895
United States,2022/12/18,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",664373850
United States,2022/12/19,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",664711486
United States,2022/12/20,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",665028939
United States,2022/12/21,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",665317901
United States,2022/12/22,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",665547079
United States,2022/12/23,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",665700653
United States,2022/12/24,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",665739625
United States,2022/12/25,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",665742181
United States,2022/12/26,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",665852398
United States,2022/12/27,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",666118942
United States,2022/12/28,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",666380587
United States,2022/12/29,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",666644942
United States,2022/12/30,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",666888577
United States,2022/12/31,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",666952241
United States,2023/1/1,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",666962231
United States,2023/1/2,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",667086190
United States,2023/1/3,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",667314723
United States,2023/1/4,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",667532053
United States,2023/1/5,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",667759856
United States,2023/1/6,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",668032629
United States,2023/1/7,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",668166932
United States,2023/1/8,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",668235802
United States,2023/1/9,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",668442071
United States,2023/1/10,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",668645088
United States,2023/1/11,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",668845541
United States,2023/1/12,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",669042935
United States,2023/1/13,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",669264387
United States,2023/1/14,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",669367918
United States,2023/1/15,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",669415509
United States,2023/1/16,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",669528573
United States,2023/1/17,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",669679540
United States,2023/1/18,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",669826716
United States,2023/1/19,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",669967935
United States,2023/1/20,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",670125256
United States,2023/1/21,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",670190219
United States,2023/1/22,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",670221095
United States,2023/1/23,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",670340666
United States,2023/1/24,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",670463588
United States,2023/1/25,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",670578583
United States,2023/1/26,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",670699113
United States,2023/1/27,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",670830072
United States,2023/1/28,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",670882585
United States,2023/1/29,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",670909681
United States,2023/1/30,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",671010721
United States,2023/1/31,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",671113219
United States,2023/2/1,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",671212866
United States,2023/2/2,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",671312243
United States,2023/2/3,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",671423970
United States,2023/2/4,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",671470458
United States,2023/2/5,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",671495506
United States,2023/2/6,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",671589596
United States,2023/2/7,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",671684807
United States,2023/2/8,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",671778135
United States,2023/2/9,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",671869542
United States,2023/2/10,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",671969526
United States,2023/2/11,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",672011939
United States,2023/2/12,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",672030694
United States,2023/2/13,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",672110032
United States,2023/2/14,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",672184132
United States,2023/2/15,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",672267033
United States,2023/2/16,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",672346061
United States,2023/2/17,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",672434501
United States,2023/2/18,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",672468591
United States,2023/2/19,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",672486324
United States,2023/2/20,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",672548661
United States,2023/2/21,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",672624669
United States,2023/2/22,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",672696611
United States,2023/2/23,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",672767310
United States,2023/2/24,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",672846343
United States,2023/2/25,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",672878203
United States,2023/2/26,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",672894784
United States,2023/2/27,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",672966752
United States,2023/2/28,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",673038761
United States,2023/3/1,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",673110198
United States,2023/3/2,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",673180440
United States,2023/3/3,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",673258607
United States,2023/3/4,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",673290317
United States,2023/3/5,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",673306999
United States,2023/3/6,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",673373725
United States,2023/3/7,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",673441497
United States,2023/3/8,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",673507961
United States,2023/3/9,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",673573609
United States,2023/3/10,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",673645633
United States,2023/3/11,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",673675506
United States,2023/3/12,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",673691159
United States,2023/3/13,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",673752611
United States,2023/3/14,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",673812827
United States,2023/3/15,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",673876699
United States,2023/3/16,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",673938204
United States,2023/3/17,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674004866
United States,2023/3/18,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674031936
United States,2023/3/19,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674046252
United States,2023/3/20,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674106474
United States,2023/3/21,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674166233
United States,2023/3/22,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674225438
United States,2023/3/23,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674283757
United States,2023/3/24,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674348833
United States,2023/3/25,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674374334
United States,2023/3/26,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674388697
United States,2023/3/27,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674444701
United States,2023/3/28,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674501459
United States,2023/3/29,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674559267
United States,2023/3/30,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674615703
United States,2023/3/31,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674674587
United States,2023/4/1,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674696382
United States,2023/4/2,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674708566
United States,2023/4/3,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674759102
United States,2023/4/4,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674810463
United States,2023/4/5,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674861309
United States,2023/4/6,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674913181
United States,2023/4/7,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674960747
United States,2023/4/8,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674982343
United States,2023/4/9,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",674988543
United States,2023/4/10,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",675037992
United States,2023/4/11,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",675087206
United States,2023/4/12,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",675136008
United States,2023/4/13,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",675182462
United States,2023/4/14,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",675232286
United States,2023/4/15,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",675251980
United States,2023/4/16,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",675261871
United States,2023/4/17,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",675304457
United States,2023/4/18,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",675347903
United States,2023/4/19,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",675391336
United States,2023/4/20,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",675450061
United States,2023/4/21,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",675530053
United States,2023/4/22,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",675573420
United States,2023/4/23,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",675599153
United States,2023/4/24,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",675684285
United States,2023/4/25,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",675768513
United States,2023/4/26,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",675856678
United States,2023/4/27,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",675946505
United States,2023/4/28,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",676043612
United States,2023/4/29,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",676083527
United States,2023/4/30,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",676107562
United States,2023/5/1,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",676198192
United States,2023/5/2,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",676292617
United States,2023/5/3,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",676390150
United States,2023/5/4,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",676493615
United States,2023/5/5,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",676599339
United States,2023/5/6,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",676640011
United States,2023/5/7,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",676661397
United States,2023/5/8,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",676717031
United States,2023/5/9,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",676728782
